FinalTestAcc,TrainLossCurve,TrainErrCurve,TestErrCurve
48.39,617.9225850105286,59.22,51.61
48.39,436.6691207885742,40.164,52.15
64.9,359.2134649157524,32.93600000000001,35.099999999999994
74.09,310.516425549984,28.052000000000007,25.909999999999997
74.09,279.0189251303673,25.043999999999997,28.189999999999998
74.09,251.4612455368042,22.459999999999994,27.069999999999993
76.99,233.88057574629784,20.566000000000003,23.010000000000005
77.69,219.4492011964321,19.412000000000006,22.310000000000002
79.71,207.67839550971985,18.245999999999995,20.290000000000006
79.71,198.988614320755,17.78,21.480000000000004
80.05,191.16836696863174,16.888000000000005,19.950000000000003
80.05,182.39415869116783,16.123999999999995,20.879999999999995
81.42,177.929602175951,15.781999999999996,18.58
81.42,172.25829555094242,15.280000000000001,27.930000000000007
82.45,167.29187089204788,14.921999999999997,17.549999999999997
82.45,163.62881955504417,14.584000000000003,18.61
82.45,158.61979041993618,14.153999999999996,18.58
82.45,155.23815423250198,13.786000000000001,22.189999999999998
82.45,151.7352883219719,13.456000000000003,20.659999999999997
82.45,145.81704403460026,12.884,17.620000000000005
82.45,146.1918338984251,13.040000000000006,18.939999999999998
82.67,141.80348552763462,12.748000000000005,17.33
83.0,139.3186780810356,12.486000000000004,17.0
83.0,137.53992027044296,12.293999999999997,18.58
83.0,134.94253355264664,12.079999999999998,17.060000000000002
83.0,133.90502639114857,11.957999999999998,17.040000000000006
83.44,130.59967602789402,11.656000000000006,16.560000000000002
83.85,129.2016236335039,11.501999999999995,16.150000000000006
84.13,129.23833544552326,11.629999999999995,15.870000000000005
84.13,125.61487670242786,11.146,17.549999999999997
84.83,123.07746084034443,11.117999999999995,15.170000000000002
84.83,122.29016244411469,10.822000000000003,15.620000000000005
84.83,121.20704907178879,10.804000000000002,15.930000000000007
85.51,119.6605003029108,10.664000000000001,14.489999999999995
85.56,120.12338961660862,10.792000000000002,14.439999999999998
85.56,115.51639588177204,10.409999999999997,16.61
85.56,116.95187460631132,10.525999999999996,17.040000000000006
85.56,116.15629749000072,10.352000000000004,16.36
85.56,114.11051124334335,10.244,15.480000000000004
86.3,113.63800977170467,10.238,13.700000000000003
86.3,110.72623112797737,9.816000000000003,16.450000000000003
86.3,109.85048293322325,9.738,15.5
86.3,108.54000885039568,9.652000000000001,15.159999999999997
86.3,109.55654922127724,9.736000000000004,14.510000000000005
87.46,109.38697552680969,9.802000000000007,12.540000000000006
87.46,106.80122929811478,9.522000000000006,13.480000000000004
87.46,106.24438221752644,9.495999999999995,16.019999999999996
87.46,106.39786295592785,9.518,14.620000000000005
87.46,103.45293582975864,9.421999999999997,13.730000000000004
87.46,104.76059786230326,9.430000000000007,15.060000000000002
