FinalTestAcc,TrainLossCurve,TrainErrCurve,TestErrCurve
18.14,807.5986565351486,80.512,87.36
18.14,801.5617644786835,80.396,82.91
18.14,797.0281351804733,79.592,86.53999999999999
20.69,793.9450471401215,78.898,79.31
20.69,788.5237287282944,77.826,82.13
20.69,783.9989944696426,77.404,82.64
20.69,782.5038672685623,77.22,85.26
20.69,779.2860655784607,76.608,89.08
20.69,763.9440422058105,74.904,89.5
20.69,753.6925346851349,73.756,90.0
20.69,746.5169237852097,72.97200000000001,89.96000000000001
20.69,743.1581007242203,72.674,85.11
20.69,739.2487943172455,72.238,79.44
20.69,734.7031716108322,71.89,87.53
20.69,729.8215948343277,71.232,83.88
22.82,726.2725560665131,71.112,77.18
22.82,723.0106942653656,70.618,85.84
22.82,719.0786153078079,70.226,83.43
24.85,716.0648543834686,69.824,75.15
24.85,711.4262325763702,69.404,83.32
24.85,708.8543200492859,69.144,79.57
24.85,703.888164639473,68.642,82.28999999999999
24.85,701.8521680831909,68.392,78.76
35.04,683.6488419771194,66.44200000000001,64.96000000000001
35.04,676.9290382862091,65.866,70.03999999999999
35.04,675.5366653203964,65.50800000000001,68.08
35.04,675.0017062425613,65.398,66.15
35.04,673.8701636791229,65.33,65.7
35.04,670.3968625068665,64.9,65.19
36.26,670.0776896476746,65.03999999999999,63.74
36.26,670.2987641096115,65.148,63.98
36.26,667.8788714408875,64.77799999999999,63.82
36.26,665.120077252388,64.356,64.50999999999999
36.26,665.4363235235214,64.31,64.31
37.76,662.6498345136642,64.068,62.24
37.76,661.3994897603989,64.00399999999999,63.98
37.76,659.3955669403076,63.69,64.82
37.76,659.1718112230301,63.774,65.02000000000001
37.76,657.5829778909683,63.49,63.5
37.76,654.0904794931412,63.262,62.97
37.76,654.9647773504257,63.208,64.82
38.66,653.7034578323364,62.91,61.34
38.66,649.3497042655945,62.554,65.83
38.66,649.2098383903503,62.618,61.54
38.66,646.8068363666534,62.244,62.11
38.66,646.619610786438,62.25,63.08
39.88,644.3962562084198,61.834,60.12
39.88,643.4137108325958,61.986,61.87
39.88,641.287572145462,61.446,61.28
39.88,640.3436768054962,61.308,63.63
39.88,639.0503534078598,61.096,63.54
39.88,637.620243191719,60.914,66.6
39.88,635.370431303978,60.656,64.85
40.63,633.9423178434372,60.512,59.37
40.63,633.6117830276489,60.428,61.23
40.63,629.1732988357544,60.032,60.5
40.63,628.481281042099,59.724,68.9
40.63,625.4073729515076,59.4,62.02
40.63,623.522213101387,59.29,61.45
40.63,624.1095947027206,59.032,59.66
41.77,621.7195006608963,58.792,58.23
41.77,621.4528521299362,58.556,58.98
41.77,617.6426466703415,58.442,61.88
41.77,617.6926290988922,58.242,62.79
44.54,601.7492525577545,56.738,55.46
44.99,598.4916386604309,56.42,55.01
44.99,595.8072220087051,56.138,55.32
45.18,595.8193802833557,56.138,54.82
45.18,595.1255662441254,55.904,55.46
45.18,592.9160890579224,55.676,55.14
45.31,592.2613691091537,55.67,54.69
45.31,593.1723245382309,55.632,54.76
45.31,592.5299435853958,55.53,54.91
45.31,592.3715226650238,55.704,54.77
45.31,590.803565621376,55.432,54.86
45.31,589.8197890520096,55.336,55.11
45.31,590.3061938285828,55.35,54.7
45.31,590.9500317573547,55.606,55.15
45.31,587.663108587265,54.922,55.24
45.37,587.8021763563156,54.8,54.63
45.37,588.9745322465897,54.978,54.72
45.37,588.7768831253052,55.084,55.07
45.37,586.551973938942,54.9,55.79
45.37,586.6126092672348,54.86,55.11
45.43,584.0921074151993,54.774,54.57
45.43,584.8636952638626,54.722,55.45
45.61,585.0366122722626,54.64,54.39
46.0,585.8955789804459,54.708,54.0
46.0,583.8744039535522,54.646,54.76
46.18,584.7967698574066,54.34,53.82
46.18,583.596627831459,54.542,55.1
46.18,582.9657316207886,54.504,54.87
46.18,583.4904478788376,54.56,54.41
46.98,583.8114651441574,54.574,53.02
46.98,582.6694033145905,54.352,54.7
46.98,580.8020755052567,54.06,53.57
46.98,581.454402089119,54.03,53.75
46.98,579.9879304170609,54.18,53.18
46.98,579.46619784832,54.086,53.24
46.98,580.276358962059,53.972,53.87
46.98,579.3868956565857,53.838,53.75
46.98,577.4735074043274,53.794,55.89
46.98,576.4184820652008,53.774,53.1
46.98,578.3065761327744,53.614,54.78
46.98,578.1913039684296,53.896,54.33
46.98,577.1611998081207,53.648,53.06
