FinalTestAcc,TrainLossCurve,TrainErrCurve,TestErrCurve
41.75,665.240684390068,64.14,58.25
53.6,466.30285972356796,43.042,46.4
58.07,368.2945145368576,33.459999999999994,41.93
66.24,306.75738924741745,27.653999999999996,33.760000000000005
75.16,266.64348354935646,23.537999999999997,24.840000000000003
75.16,242.0530495941639,21.384,29.209999999999994
79.22,225.13474088907242,19.945999999999998,20.78
79.22,205.8627602159977,18.162000000000006,26.040000000000006
79.22,194.7734853029251,17.098,23.709999999999994
82.45,185.7598877698183,16.304000000000002,17.549999999999997
82.45,176.4907391667366,15.433999999999997,18.489999999999995
82.78,168.09378519654274,14.867999999999995,17.22
82.78,161.60680848360062,14.418000000000006,23.010000000000005
83.09,154.45113322138786,13.756,16.909999999999997
83.09,150.19792520999908,13.281999999999996,21.980000000000004
84.89,145.02384604513645,12.766000000000005,15.11
84.89,140.12096038460732,12.444000000000003,17.049999999999997
84.89,134.38065239787102,11.841999999999999,15.819999999999993
84.89,131.9693133533001,11.763999999999996,19.78
84.89,129.06622017920017,11.444000000000003,15.319999999999993
84.89,123.71305970847607,11.108000000000004,17.370000000000005
84.89,122.99209408462048,10.841999999999999,17.17
84.89,120.83930097520351,10.769999999999996,16.939999999999998
84.89,117.75899431109428,10.329999999999998,15.650000000000006
84.89,112.87428784370422,9.841999999999999,15.209999999999994
84.89,112.09796760231256,10.096000000000004,15.319999999999993
86.37,108.28864979743958,9.677999999999997,13.629999999999995
86.37,107.1485780030489,9.474000000000004,14.14
86.37,104.77449105679989,9.302000000000007,14.39
86.48,104.50490580499172,9.328000000000003,13.519999999999996
86.59,102.84486051648855,9.162000000000006,13.409999999999997
86.59,102.30086401104927,9.129999999999995,14.370000000000005
86.59,98.1244105771184,8.867999999999995,14.030000000000001
87.48,97.56222413480282,8.742000000000004,12.519999999999996
87.65,94.93324015289545,8.463999999999999,12.349999999999994
87.65,92.15173824876547,8.212000000000003,17.950000000000003
87.65,94.65607766062021,8.555999999999997,13.790000000000006
87.65,90.72053534537554,8.063999999999993,15.349999999999994
87.65,90.12068989872932,7.980000000000004,13.319999999999993
87.65,89.37699147313833,8.069999999999993,14.540000000000006
87.89,88.40174431353807,7.977999999999994,12.11
87.89,86.33300446718931,7.7180000000000035,13.950000000000003
87.89,87.48919146507978,7.802000000000007,14.060000000000002
87.89,84.30649548768997,7.492000000000004,13.75
87.89,86.21048344671726,7.823999999999998,14.909999999999997
87.89,85.29702641814947,7.6440000000000055,13.400000000000006
88.0,81.91545242071152,7.310000000000002,12.0
88.0,83.14912231266499,7.402000000000001,15.549999999999997
88.0,82.77041545510292,7.397999999999996,14.280000000000001
88.0,81.33348321914673,7.224000000000004,12.530000000000001
88.0,82.34412264078856,7.298000000000002,12.14
88.0,80.21931794285774,7.156000000000006,12.900000000000006
88.02,77.48579543828964,6.924000000000007,11.980000000000004
88.02,79.42395620793104,7.132000000000005,13.549999999999997
88.02,78.51415364444256,6.951999999999998,12.239999999999995
88.02,77.59312972798944,6.983999999999995,14.629999999999995
88.38,76.69182934612036,6.873999999999995,11.620000000000005
88.38,78.42871537059546,7.010000000000005,15.579999999999998
88.38,74.68626847863197,6.653999999999996,13.64
88.38,75.86762315034866,6.915999999999997,13.25
88.38,73.69636565819383,6.641999999999996,13.340000000000003
88.38,74.14182858914137,6.602000000000004,12.519999999999996
88.38,74.65562190115452,6.847999999999999,13.5
88.38,72.68133628740907,6.536000000000001,12.25
88.38,72.89567890763283,6.426000000000002,13.099999999999994
88.38,73.24118021130562,6.563999999999993,12.329999999999998
88.38,71.19119963794947,6.367999999999995,13.840000000000003
88.38,72.08437123522162,6.409999999999997,13.280000000000001
88.38,70.50491058081388,6.358000000000004,12.079999999999998
88.38,70.28705260530114,6.224000000000004,12.930000000000007
88.38,71.32772894948721,6.302000000000007,14.260000000000005
88.38,70.41932464018464,6.337999999999994,12.489999999999995
88.38,69.9808873012662,6.3700000000000045,15.430000000000007
88.38,68.39363425970078,6.096000000000004,12.510000000000005
88.38,68.94909013062716,6.230000000000004,15.939999999999998
88.38,70.44673134759068,6.239999999999995,14.840000000000003
88.62,68.23136424273252,6.248000000000005,11.379999999999995
88.62,68.17158205807209,6.111999999999995,12.560000000000002
88.62,67.69446980208158,6.146000000000001,14.170000000000002
88.87,67.58018299937248,6.069999999999993,11.129999999999995
88.87,67.27435693144798,6.122,11.189999999999998
92.25,33.3962003197521,2.8659999999999997,7.75
92.38,23.075808530673385,1.8859999999999957,7.6200000000000045
92.64,19.908290879800916,1.6400000000000006,7.359999999999999
92.64,16.370419515296817,1.3119999999999976,7.359999999999999
92.64,15.125526713207364,1.230000000000004,7.400000000000006
92.64,13.645766764879227,1.0660000000000025,7.400000000000006
92.77,12.240831889212132,1.0160000000000053,7.230000000000004
92.81,11.807685646694154,0.965999999999994,7.189999999999998
92.9,10.507639499381185,0.8239999999999981,7.099999999999994
92.9,9.605349523946643,0.8080000000000069,7.189999999999998
92.9,9.696087019518018,0.7980000000000018,7.280000000000001
92.9,8.60523509606719,0.6820000000000022,7.180000000000007
92.9,8.71200442360714,0.7339999999999947,7.219999999999999
92.9,8.014086889103055,0.652000000000001,7.219999999999999
92.91,7.1841624565422535,0.5360000000000014,7.090000000000003
92.93,6.96098439861089,0.5559999999999974,7.069999999999993
92.93,6.890709420666099,0.5280000000000058,7.140000000000001
92.93,6.397377506829798,0.5060000000000002,7.090000000000003
92.93,5.958341533318162,0.4380000000000024,7.1299999999999955
92.96,5.774141248315573,0.42799999999999727,7.040000000000006
